web-scraper-order,web-scraper-start-url,warframepagelinks,warframepagelinks-href,Source,Chance,primerelicdrops,researchsource,market,invasion,syndicate,barokiteer,kuva
"1637016785-188","https://warframe.fandom.com/wiki/Warframes_Comparison","Frost","https://warframe.fandom.com/wiki/Frost","Neuroptics Blueprint","38.72%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">38.72%
</td>
<td rowspan=""3"" style=""text-align:center"">6&nbsp;–&nbsp;7
</td>
<td rowspan=""3"" style=""text-align:center"">27&nbsp;±&nbsp;9
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">38.72%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">22.56%
</td></tr>","null","can be purchased from the Market","null","null","null","null"
"1637016589-24","https://warframe.fandom.com/wiki/Warframes_Comparison","Wisp","https://warframe.fandom.com/wiki/Wisp","Systems Blueprint","25.81%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Main Blueprint
</td>
<td style=""text-align:center"">22.56%
</td>
<td rowspan=""4"" style=""text-align:center"">8&nbsp;–&nbsp;9
</td>
<td rowspan=""4"" style=""text-align:center"">29&nbsp;±&nbsp;8
</td></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">25.81%
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">25.81%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">25.81%
</td></tr>","null","null","null","null","null","null"
"1637016710-111","https://warframe.fandom.com/wiki/Warframes_Comparison","Mag","https://warframe.fandom.com/wiki/Mag","Systems Blueprint","22.56%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">38.72%
</td>
<td rowspan=""3"" style=""text-align:center"">6&nbsp;–&nbsp;7
</td>
<td rowspan=""3"" style=""text-align:center"">27&nbsp;±&nbsp;9
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">38.72%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">22.56%
</td></tr>","null","can be purchased from the Market","null","Syndicate","null","null"
"1637016805-200","https://warframe.fandom.com/wiki/Warframes_Comparison","Equinox","https://warframe.fandom.com/wiki/Equinox","Day Neuroptics Blueprint","12.91%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Day Aspect Blueprint
</td>
<td style=""text-align:center"">11.28%
</td>
<td rowspan=""8"" style=""text-align:center"">21&nbsp;–&nbsp;22
</td>
<td rowspan=""8"" style=""text-align:center"">69&nbsp;±&nbsp;18
</td></tr>
<tr>
<td>Day Chassis Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>
<tr>
<td>Day Neuroptics Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>
<tr>
<td>Day Systems Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>
<tr>
<td>Night Aspect Blueprint
</td>
<td style=""text-align:center"">11.28%
</td></tr>
<tr>
<td>Night Chassis Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>
<tr>
<td>Night Neuroptics Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>
<tr>
<td>Night Systems Blueprint
</td>
<td style=""text-align:center"">12.91%
</td></tr>","null","can be purchased from the Market","null","null","null","null"
"1637016778-185","https://warframe.fandom.com/wiki/Warframes_Comparison","Gara","https://warframe.fandom.com/wiki/Gara","null","null","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 2, Lvl 5-15)
</td>
<td style=""text-align:center"">7.52%
</td>
<td rowspan=""2"" style=""text-align:center"">2&nbsp;–&nbsp;3 Bounties
</td>
<td rowspan=""2"" style=""text-align:center"">14&nbsp;±&nbsp;5 Bounties
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 3, Lvl 5-15)
</td>
<td style=""text-align:center"">30.56%
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 2, Lvl 20-40)
</td>
<td style=""text-align:center"">8.42%
</td>
<td rowspan=""3"" style=""text-align:center"">2&nbsp;–&nbsp;3 Bounties
</td>
<td rowspan=""3"" style=""text-align:center"">15&nbsp;±&nbsp;5 Bounties
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 3, Lvl 20-40)
</td>
<td style=""text-align:center"">8.42%
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 4, Lvl 20-40)
</td>
<td style=""text-align:center"">20.51%
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 2, Lvl 10-30)
</td>
<td style=""text-align:center"">9.52%
</td>
<td rowspan=""2"" style=""text-align:center"">3&nbsp;–&nbsp;4 Bounties
</td>
<td rowspan=""2"" style=""text-align:center"">18&nbsp;±&nbsp;6 Bounties
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 3, Lvl 10-30)
</td>
<td style=""text-align:center"">21.82%
</td></tr>","null","null","null","null","null","null"
"1637016669-84","https://warframe.fandom.com/wiki/Warframes_Comparison","Nova Prime","https://warframe.fandom.com/wiki/Nova_Prime","null","null","<tr>
<th style=""text-align:center;"">Chassis Blueprint
</th>
<th style=""text-align:center;"">Systems Blueprint
</th>
<th style=""text-align:center;"">Blueprint
</th>
<th style=""text-align:center;"">Neuroptics Blueprint
</th></tr>
<tr>
<td style=""text-align:center; font-size:12px;""><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Lith N1"" data-param2=""Void""><a href=""/wiki/Lith_N1""><img alt=""VoidRelicIronIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicIronIcon64.png"" data-image-key=""VoidRelicIronIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/6/66/VoidRelicIronIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191800"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Lith_N1""><span style=""border-bottom:2px dotted;"">Lith&nbsp;N1</span></a></span> Rare (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Neo N12"" data-param2=""Void""><a href=""/wiki/Neo_N12""><img alt=""VoidRelicSilverIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicSilverIcon64.png"" data-image-key=""VoidRelicSilverIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/7/78/VoidRelicSilverIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191802"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Neo_N12""><span style=""border-bottom:2px dotted;"">Neo&nbsp;N12</span></a></span> Rare (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Neo N9"" data-param2=""Void""><a href=""/wiki/Neo_N9""><img alt=""VoidRelicSilverIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicSilverIcon64.png"" data-image-key=""VoidRelicSilverIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/7/78/VoidRelicSilverIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191802"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Neo_N9""><span style=""border-bottom:2px dotted;"">Neo&nbsp;N9</span></a></span> Rare (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Neo V1"" data-param2=""Void""><a href=""/wiki/Neo_V1""><img alt=""VoidRelicSilverIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicSilverIcon64.png"" data-image-key=""VoidRelicSilverIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/7/78/VoidRelicSilverIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191802"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Neo_V1""><span style=""border-bottom:2px dotted;"">Neo&nbsp;V1</span></a></span> Rare (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)
</td>
<td style=""text-align:center; font-size:12px;""><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Axi S7"" data-param2=""Void""><a href=""/wiki/Axi_S7""><img alt=""VoidRelicGoldIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicGoldIcon64.png"" data-image-key=""VoidRelicGoldIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/9/96/VoidRelicGoldIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191758"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Axi_S7""><span style=""border-bottom:2px dotted;"">Axi&nbsp;S7</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Lith C1"" data-param2=""Void""><a href=""/wiki/Lith_C1""><img alt=""VoidRelicIronIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicIronIcon64.png"" data-image-key=""VoidRelicIronIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/6/66/VoidRelicIronIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191800"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Lith_C1""><span style=""border-bottom:2px dotted;"">Lith&nbsp;C1</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Meso B3"" data-param2=""Void""><a href=""/wiki/Meso_B3""><img alt=""VoidRelicBronzeIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicBronzeIcon64.png"" data-image-key=""VoidRelicBronzeIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/5/5d/VoidRelicBronzeIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191756"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Meso_B3""><span style=""border-bottom:2px dotted;"">Meso&nbsp;B3</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Meso S1"" data-param2=""Void""><a href=""/wiki/Meso_S1""><img alt=""VoidRelicBronzeIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicBronzeIcon64.png"" data-image-key=""VoidRelicBronzeIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/5/5d/VoidRelicBronzeIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191756"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Meso_S1""><span style=""border-bottom:2px dotted;"">Meso&nbsp;S1</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Neo S2"" data-param2=""Void""><a href=""/wiki/Neo_S2""><img alt=""VoidRelicSilverIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicSilverIcon64.png"" data-image-key=""VoidRelicSilverIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/7/78/VoidRelicSilverIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191802"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Neo_S2""><span style=""border-bottom:2px dotted;"">Neo&nbsp;S2</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)
</td>
<td style=""text-align:center; font-size:12px;""><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Axi S4"" data-param2=""Void""><a href=""/wiki/Axi_S4""><img alt=""VoidRelicGoldIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicGoldIcon64.png"" data-image-key=""VoidRelicGoldIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/9/96/VoidRelicGoldIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191758"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Axi_S4""><span style=""border-bottom:2px dotted;"">Axi&nbsp;S4</span></a></span> Uncommon (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Meso D5"" data-param2=""Void""><a href=""/wiki/Meso_D5""><img alt=""VoidRelicBronzeIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicBronzeIcon64.png"" data-image-key=""VoidRelicBronzeIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/5/5d/VoidRelicBronzeIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191756"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Meso_D5""><span style=""border-bottom:2px dotted;"">Meso&nbsp;D5</span></a></span> Uncommon (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Neo N2"" data-param2=""Void""><a href=""/wiki/Neo_N2""><img alt=""VoidRelicSilverIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicSilverIcon64.png"" data-image-key=""VoidRelicSilverIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/7/78/VoidRelicSilverIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191802"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Neo_N2""><span style=""border-bottom:2px dotted;"">Neo&nbsp;N2</span></a></span> Uncommon (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)
</td>
<td style=""text-align:center; font-size:12px;""><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Lith C1"" data-param2=""Void""><a href=""/wiki/Lith_C1""><img alt=""VoidRelicIronIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicIronIcon64.png"" data-image-key=""VoidRelicIronIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/6/66/VoidRelicIronIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191800"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Lith_C1""><span style=""border-bottom:2px dotted;"">Lith&nbsp;C1</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Lith K4"" data-param2=""Void""><a href=""/wiki/Lith_K4""><img alt=""VoidRelicIronIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicIronIcon64.png"" data-image-key=""VoidRelicIronIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/6/66/VoidRelicIronIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191800"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Lith_K4""><span style=""border-bottom:2px dotted;"">Lith&nbsp;K4</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Lith M2"" data-param2=""Void""><a href=""/wiki/Lith_M2""><img alt=""VoidRelicIronIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicIronIcon64.png"" data-image-key=""VoidRelicIronIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/6/66/VoidRelicIronIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191800"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Lith_M2""><span style=""border-bottom:2px dotted;"">Lith&nbsp;M2</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)<br><span class=""tooltip tooltip-full tooltips-init-complete"" data-param=""Meso C1"" data-param2=""Void""><a href=""/wiki/Meso_C1""><img alt=""VoidRelicBronzeIcon64.png"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" data-image-name=""VoidRelicBronzeIcon64.png"" data-image-key=""VoidRelicBronzeIcon64.png"" data-src=""https://static.wikia.nocookie.net/warframe/images/5/5d/VoidRelicBronzeIcon64.png/revision/latest/scale-to-width-down/19?cb=20210315191756"" class=""lazyload"" width=""19"" height=""19""></a>&nbsp;<a href=""/wiki/Meso_C1""><span style=""border-bottom:2px dotted;"">Meso&nbsp;C1</span></a></span> Common (<a href=""/wiki/Prime_Vault"" title=""Prime Vault"">V</a>)
</td></tr>","null","null","null","null","null","null"
"1637016648-68","https://warframe.fandom.com/wiki/Warframes_Comparison","Protea","https://warframe.fandom.com/wiki/Protea","Systems Blueprint
(Nightmare)","11.11%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">11.11%
</td>
<td rowspan=""1"" style=""text-align:center"">9&nbsp;–&nbsp;10 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">59&nbsp;±&nbsp;20 C Rotations
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Extended)
</td>
<td style=""text-align:center"">11.11%
</td>
<td rowspan=""1"" style=""text-align:center"">9&nbsp;–&nbsp;10 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">59&nbsp;±&nbsp;20 C Rotations
</td></tr>
<tr>
<td>Systems Blueprint<br>(Nightmare)
</td>
<td style=""text-align:center"">11.11%
</td>
<td rowspan=""1"" style=""text-align:center"">9&nbsp;–&nbsp;10 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">59&nbsp;±&nbsp;20 C Rotations
</td></tr>","null","null","null","null","null","null"
"1637016759-141","https://warframe.fandom.com/wiki/Warframes_Comparison","Hydroid","https://warframe.fandom.com/wiki/Hydroid","Systems Blueprint","22.56%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">38.72%
</td>
<td rowspan=""3"" style=""text-align:center"">6&nbsp;–&nbsp;7
</td>
<td rowspan=""3"" style=""text-align:center"">27&nbsp;±&nbsp;9
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">38.72%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">22.56%
</td></tr>","null","can be purchased from the Market","null","Syndicate","null","null"
"1637016571-14","https://warframe.fandom.com/wiki/Warframes_Comparison","Xaku","https://warframe.fandom.com/wiki/Xaku","Systems Blueprint
(Stage 2 & 3, Lvl 30-40)","7.5%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 2 &amp; 3, Lvl 40-60)
</td>
<td style=""text-align:center"">8.57%
</td>
<td rowspan=""3"" style=""text-align:center"">3&nbsp;–&nbsp;4 Bounties
</td>
<td rowspan=""3"" style=""text-align:center"">21&nbsp;±&nbsp;7 Bounties
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 4, Lvl 40-60)
</td>
<td style=""text-align:center"">6.67%
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 5, Lvl 40-60)
</td>
<td style=""text-align:center"">13.04%
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 2, Lvl 15-25)
</td>
<td style=""text-align:center"">7.5%
</td>
<td rowspan=""2"" style=""text-align:center"">5&nbsp;–&nbsp;6 Bounties
</td>
<td rowspan=""2"" style=""text-align:center"">36&nbsp;±&nbsp;12 Bounties
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 3, Lvl 15-25)
</td>
<td style=""text-align:center"">10%
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 2 &amp; 3, Lvl 30-40)
</td>
<td style=""text-align:center"">7.5%
</td>
<td rowspan=""3"" style=""text-align:center"">4&nbsp;–&nbsp;5 Bounties
</td>
<td rowspan=""3"" style=""text-align:center"">26&nbsp;±&nbsp;9 Bounties
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 4, Lvl 30-40)
</td>
<td style=""text-align:center"">6%
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 5, Lvl 30-40)
</td>
<td style=""text-align:center"">10%
</td></tr>","null","null","null","null","null","null"
"1637016667-83","https://warframe.fandom.com/wiki/Warframes_Comparison","Nyx","https://warframe.fandom.com/wiki/Nyx","null","null","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">38.72%
</td>
<td rowspan=""3"" style=""text-align:center"">6&nbsp;–&nbsp;7
</td>
<td rowspan=""3"" style=""text-align:center"">27&nbsp;±&nbsp;9
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">38.72%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">22.56%
</td></tr>","null","can be purchased from the Market","null","Syndicate","null","null"
"1637016646-58","https://warframe.fandom.com/wiki/Warframes_Comparison","Revenant","https://warframe.fandom.com/wiki/Revenant","Chassis Blueprint
(Stage 3, Lvl 30-50)","8.51%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 2, Lvl 30-50)
</td>
<td style=""text-align:center"">8.51%
</td>
<td rowspan=""4"" style=""text-align:center"">2&nbsp;–&nbsp;3 Bounties
</td>
<td rowspan=""4"" style=""text-align:center"">12&nbsp;±&nbsp;4 Bounties
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 3, Lvl 30-50)
</td>
<td style=""text-align:center"">8.51%
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 4, Lvl 30-50)
</td>
<td style=""text-align:center"">8.33%
</td></tr>
<tr>
<td>Chassis Blueprint<br>(Stage 5, Lvl 30-50)
</td>
<td style=""text-align:center"">19.05%
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 4, Lvl 40-60)
</td>
<td style=""text-align:center"">6.76%
</td>
<td rowspan=""2"" style=""text-align:center"">5&nbsp;–&nbsp;6 Bounties
</td>
<td rowspan=""2"" style=""text-align:center"">37&nbsp;±&nbsp;12 Bounties
</td></tr>
<tr>
<td>Neuroptics Blueprint<br>(Stage 5, Lvl 40-60)
</td>
<td style=""text-align:center"">10.2%
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 2, Lvl 20-40)
</td>
<td style=""text-align:center"">8.42%
</td>
<td rowspan=""3"" style=""text-align:center"">2&nbsp;–&nbsp;3 Bounties
</td>
<td rowspan=""3"" style=""text-align:center"">15&nbsp;±&nbsp;5 Bounties
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 3, Lvl 20-40)
</td>
<td style=""text-align:center"">8.42%
</td></tr>
<tr>
<td>Systems Blueprint<br>(Stage 4, Lvl 20-40)
</td>
<td style=""text-align:center"">20.51%
</td></tr>","null","null","null","Syndicate","null","null"
"1637016759-140","https://warframe.fandom.com/wiki/Warframes_Comparison","Hydroid","https://warframe.fandom.com/wiki/Hydroid","Neuroptics Blueprint","38.72%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Chassis Blueprint
</td>
<td style=""text-align:center"">38.72%
</td>
<td rowspan=""3"" style=""text-align:center"">6&nbsp;–&nbsp;7
</td>
<td rowspan=""3"" style=""text-align:center"">27&nbsp;±&nbsp;9
</td></tr>
<tr>
<td>Neuroptics Blueprint
</td>
<td style=""text-align:center"">38.72%
</td></tr>
<tr>
<td>Systems Blueprint
</td>
<td style=""text-align:center"">22.56%
</td></tr>","null","can be purchased from the Market","null","Syndicate","null","null"
