ItemName,CreditsCost,DucatsCost,SaleDate
Tenno Kindred Rug,100000,225,2021-11-05
Ki'teer Arrow Skin,300000,375,2016-04-22
Ki'teer Arrow Skin,300000,375,2016-11-04
Ki'teer Arrow Skin,300000,375,2017-02-24
Ki'teer Arrow Skin,300000,375,2017-07-14
Ki'teer Arrow Skin,300000,375,2017-11-17
Ki'teer Arrow Skin,300000,375,2018-03-23
Ki'teer Arrow Skin,300000,375,2018-07-13
Ki'teer Arrow Skin,300000,375,2018-11-16
Ki'teer Arrow Skin,300000,375,2019-03-08
Ki'teer Arrow Skin,300000,375,2019-06-28
Ki'teer Arrow Skin,300000,375,2019-12-20
Ki'teer Arrow Skin,300000,375,2020-04-10
Ki'teer Arrow Skin,300000,375,2020-09-11
Ki'teer Arrow Skin,300000,375,2021-01-15
Ki'teer Arrow Skin,300000,375,2021-06-04
Ki'teer Arrow Skin,300000,375,2021-10-08
Glaring Sigil,45000,55,2018-06-01
Glaring Sigil,45000,55,2018-10-05
Glaring Sigil,45000,55,2019-01-25
Glaring Sigil,45000,55,2019-05-17
Glaring Sigil,45000,55,2019-10-11
Glaring Sigil,45000,55,2020-01-31
Glaring Sigil,45000,55,2020-06-19
Glaring Sigil,45000,55,2020-11-06
Glaring Sigil,45000,55,2021-03-12
Glaring Sigil,45000,55,2021-08-13
Axi V8 Relic,55000,125,2018-03-09
Axi V8 Relic,55000,125,2018-06-29
Axi V8 Relic,55000,125,2020-09-11
Axi V8 Relic,55000,125,2021-01-15
Axi V8 Relic,55000,125,2021-05-21
Axi V8 Relic,55000,125,2021-10-08
Astral Twilight,175000,385,2015-10-02
Astral Twilight,175000,385,2016-05-06
Astral Twilight,175000,385,2016-09-23
Astral Twilight,175000,385,2016-10-07
Astral Twilight,175000,385,2017-01-27
Astral Twilight,175000,385,2017-04-21
Astral Twilight,175000,385,2017-09-08
Astral Twilight,175000,385,2018-01-26
Astral Twilight,175000,385,2018-06-29
Astral Twilight,175000,385,2018-11-16
Astral Twilight,175000,385,2019-03-22
Astral Twilight,175000,385,2019-08-02
Astral Twilight,175000,385,2019-11-22
Astral Twilight,175000,385,2020-06-05
Astral Twilight,175000,385,2020-11-06
Astral Twilight,175000,385,2021-05-07
Dragon Mod Pack,100000,500,2016-07-15
Dragon Mod Pack,100000,500,2016-10-21
Dragon Mod Pack,100000,500,2016-12-16
Dragon Mod Pack,100000,500,2017-03-10
Dragon Mod Pack,100000,500,2017-05-19
Dragon Mod Pack,100000,500,2017-12-29
Dragon Mod Pack,100000,500,2018-05-04
Dragon Mod Pack,100000,500,2018-08-24
Dragon Mod Pack,100000,500,2018-10-19
Dragon Mod Pack,100000,500,2019-01-25
Prisma Shade,300000,500,2015-08-21
Prisma Shade,300000,500,2016-05-06
Prisma Shade,300000,500,2016-08-12
Prisma Shade,300000,500,2016-11-04
Prisma Shade,300000,500,2017-04-07
Prisma Shade,300000,500,2017-08-25
Prisma Shade,300000,500,2018-01-12
Prisma Shade,300000,500,2018-05-18
Prisma Shade,300000,500,2018-09-07
Prisma Shade,300000,500,2018-12-28
Prisma Shade,300000,500,2019-03-22
Prisma Shade,300000,500,2019-05-03
Prisma Shade,300000,500,2019-08-30
Prisma Shade,300000,500,2020-01-03
Prisma Shade,300000,500,2020-04-24
Prisma Shade,300000,500,2020-08-14
Prisma Shade,300000,500,2020-12-04
Prisma Shade,300000,500,2021-05-07
Prisma Shade,300000,500,2021-09-24
Prisma Shade,300000,500,2021-11-05
Primed Fast Hands,120000,375,2015-01-09
Primed Fast Hands,120000,375,2015-03-20
Primed Fast Hands,120000,375,2015-12-11
Primed Fast Hands,120000,375,2016-06-17
Primed Fast Hands,120000,375,2016-12-16
Primed Fast Hands,120000,375,2017-05-05
Primed Fast Hands,120000,375,2017-09-22
Primed Fast Hands,120000,375,2018-02-23
Primed Fast Hands,120000,375,2018-07-13
Primed Fast Hands,120000,375,2018-11-30
Primed Fast Hands,120000,375,2019-05-03
Primed Fast Hands,120000,375,2019-08-30
Primed Fast Hands,120000,375,2019-12-06
Primed Fast Hands,120000,375,2020-06-19
Primed Fast Hands,120000,375,2021-01-01
Primed Fast Hands,120000,375,2021-07-02
Prisma Rostam Kubrow Armor,175000,400,2018-12-28
Prisma Rostam Kubrow Armor,175000,400,2019-04-05
Prisma Rostam Kubrow Armor,175000,400,2019-08-02
Prisma Rostam Kubrow Armor,175000,400,2019-12-20
Prisma Rostam Kubrow Armor,175000,400,2020-05-08
Prisma Rostam Kubrow Armor,175000,400,2020-08-28
Prisma Rostam Kubrow Armor,175000,400,2021-01-01
Prisma Rostam Kubrow Armor,175000,400,2021-05-07
Prisma Rostam Kubrow Armor,175000,400,2021-09-10
Tigris Elixis Skin,275000,300,2018-11-30
Tigris Elixis Skin,275000,300,2019-03-08
Tigris Elixis Skin,275000,300,2019-06-28
Tigris Elixis Skin,275000,300,2019-07-19
Tigris Elixis Skin,275000,300,2019-12-06
Tigris Elixis Skin,275000,300,2020-04-24
Tigris Elixis Skin,275000,300,2020-09-11
Tigris Elixis Skin,275000,300,2021-02-12
Tigris Elixis Skin,275000,300,2021-06-18
Tigris Elixis Skin,275000,300,2021-10-08
Coccyst Sugatra,200000,250,2019-01-11
Coccyst Sugatra,200000,250,2019-04-19
Coccyst Sugatra,200000,250,2019-10-11
Coccyst Sugatra,200000,250,2020-01-31
Coccyst Sugatra,200000,250,2020-06-05
Coccyst Sugatra,200000,250,2020-10-09
Coccyst Sugatra,200000,250,2021-02-12
Coccyst Sugatra,200000,250,2021-07-02
Prisma Kubrow Glyph,50000,80,2019-02-08
Prisma Kubrow Glyph,50000,80,2019-05-31
Prisma Kubrow Glyph,50000,80,2019-11-08
Prisma Kubrow Glyph,50000,80,2020-03-13
Prisma Kubrow Glyph,50000,80,2020-07-17
Prisma Kubrow Glyph,50000,80,2021-01-01
Prisma Kubrow Glyph,50000,80,2021-06-18
Prisma Kubrow Glyph,50000,80,2021-11-05
Ki'teer Sentinel Mask,200000,500,2016-03-11
Ki'teer Sentinel Mask,200000,500,2016-09-09
Ki'teer Sentinel Mask,200000,500,2017-01-27
Ki'teer Sentinel Mask,200000,500,2017-06-30
Ki'teer Sentinel Mask,200000,500,2017-12-29
Ki'teer Sentinel Mask,200000,500,2018-03-23
Ki'teer Sentinel Mask,200000,500,2018-07-13
Ki'teer Sentinel Mask,200000,500,2018-11-02
Ki'teer Sentinel Mask,200000,500,2019-01-25
Ki'teer Sentinel Mask,200000,500,2019-03-08
Ki'teer Sentinel Mask,200000,500,2019-06-14
Ki'teer Sentinel Mask,200000,500,2019-10-11
Ki'teer Sentinel Mask,200000,500,2020-01-17
Ki'teer Sentinel Mask,200000,500,2020-06-05
Ki'teer Sentinel Mask,200000,500,2020-09-11
Ki'teer Sentinel Mask,200000,500,2021-01-29
Ki'teer Sentinel Mask,200000,500,2021-06-04
Ki'teer Sentinel Mask,200000,500,2021-09-24
Ki'teer Ephemera,150000,100,2020-03-13
Ki'teer Ephemera,150000,100,2020-07-03
Ki'teer Ephemera,150000,100,2020-11-20
Ki'teer Ephemera,150000,100,2021-03-26
Ki'teer Ephemera,150000,100,2021-08-13
Prisma Latron Chest Plate,200000,275,2020-02-28
Prisma Latron Chest Plate,200000,275,2020-06-05
Prisma Latron Chest Plate,200000,275,2020-10-09
Prisma Latron Chest Plate,200000,275,2021-02-26
Prisma Latron Chest Plate,200000,275,2021-07-16
Prisma Latron Chest Plate,200000,275,2021-11-19
Gorgon Towsun Skin,300000,300,2018-06-29
Gorgon Towsun Skin,300000,300,2018-11-02
Gorgon Towsun Skin,300000,300,2019-02-08
Gorgon Towsun Skin,300000,300,2019-06-14
Gorgon Towsun Skin,300000,300,2019-10-25
Gorgon Towsun Skin,300000,300,2020-03-13
Gorgon Towsun Skin,300000,300,2020-07-03
Gorgon Towsun Skin,300000,300,2020-10-23
Gorgon Towsun Skin,300000,300,2021-02-26
Gorgon Towsun Skin,300000,300,2021-07-16
Gorgon Towsun Skin,300000,300,2021-11-05
Display - Argyle,75000,100,2017-09-08
Display - Argyle,75000,100,2018-01-12
Display - Argyle,75000,100,2018-05-18
Display - Argyle,75000,100,2018-09-21
Display - Argyle,75000,100,2019-01-11
Display - Argyle,75000,100,2019-04-19
Display - Argyle,75000,100,2019-12-06
Display - Argyle,75000,100,2020-03-13
Display - Argyle,75000,100,2020-07-17
Display - Argyle,75000,100,2020-11-20
Display - Argyle,75000,100,2021-03-12
Display - Argyle,75000,100,2021-08-13
Primed Bane of Infested,140000,400,2016-01-08
Primed Bane of Infested,140000,400,2016-07-15
Primed Bane of Infested,140000,400,2016-10-21
Primed Bane of Infested,140000,400,2017-02-24
Primed Bane of Infested,140000,400,2017-06-30
Primed Bane of Infested,140000,400,2017-11-17
Primed Bane of Infested,140000,400,2018-04-20
Primed Bane of Infested,140000,400,2018-09-07
Primed Bane of Infested,140000,400,2019-01-25
Primed Bane of Infested,140000,400,2019-05-31
Primed Bane of Infested,140000,400,2019-09-27
Primed Bane of Infested,140000,400,2020-03-13
Primed Bane of Infested,140000,400,2020-09-25
Primed Bane of Infested,140000,400,2021-03-26
Prisma Lotus Glyph,50000,80,2019-06-14
Prisma Lotus Glyph,50000,80,2019-11-08
Prisma Lotus Glyph,50000,80,2020-03-27
Prisma Lotus Glyph,50000,80,2020-08-28
Prisma Lotus Glyph,50000,80,2021-01-15
Prisma Lotus Glyph,50000,80,2021-07-16
Primed Target Cracker,150000,400,2015-10-30
Primed Target Cracker,150000,400,2016-06-03
Primed Target Cracker,150000,400,2016-09-23
Primed Target Cracker,150000,400,2016-10-07
Primed Target Cracker,150000,400,2017-02-10
Primed Target Cracker,150000,400,2017-06-16
Primed Target Cracker,150000,400,2017-11-03
Primed Target Cracker,150000,400,2018-03-23
Primed Target Cracker,150000,400,2018-07-27
Primed Target Cracker,150000,400,2018-12-28
Primed Target Cracker,150000,400,2019-05-17
Primed Target Cracker,150000,400,2019-10-11
Primed Target Cracker,150000,400,2020-02-28
Primed Target Cracker,150000,400,2020-10-09
Primed Target Cracker,150000,400,2021-04-23
Asra Luxxum Ornament,100000,100,2019-10-25
Asra Luxxum Ornament,100000,100,2020-02-28
Asra Luxxum Ornament,100000,100,2020-12-04
Asra Luxxum Ornament,100000,100,2021-07-02
Primed Expel Infested,140000,350,2018-10-05
Primed Expel Infested,140000,350,2019-02-08
Primed Expel Infested,140000,350,2019-06-28
Primed Expel Infested,140000,350,2019-11-08
Primed Expel Infested,140000,350,2020-04-24
Primed Expel Infested,140000,350,2020-11-06
Primed Expel Infested,140000,350,2021-06-04
Parazon Poster,125000,100,2020-01-03
Parazon Poster,125000,100,2020-05-08
Parazon Poster,125000,100,2020-10-09
Parazon Poster,125000,100,2021-02-26
Parazon Poster,125000,100,2021-07-30
Neo O1 Relic,55000,125,2018-03-09
Neo O1 Relic,55000,125,2018-06-29
Neo O1 Relic,55000,125,2021-06-04
Neo O1 Relic,55000,125,2021-10-22
Zephyr Immortal Skin,100000,550,2017-05-19
Zephyr Immortal Skin,100000,550,2017-09-22
Zephyr Immortal Skin,100000,550,2018-02-09
Zephyr Immortal Skin,100000,550,2018-06-01
Zephyr Immortal Skin,100000,550,2018-09-21
Zephyr Immortal Skin,100000,550,2019-01-25
Zephyr Immortal Skin,100000,550,2019-05-31
Zephyr Immortal Skin,100000,550,2019-11-08
Zephyr Immortal Skin,100000,550,2020-02-28
Zephyr Immortal Skin,100000,550,2020-07-17
Zephyr Immortal Skin,100000,550,2020-11-06
Zephyr Immortal Skin,100000,550,2021-04-09
Zephyr Immortal Skin,100000,550,2021-08-27
Prisma Gorgon,50000,600,2015-01-23
Prisma Gorgon,50000,600,2015-04-03
Prisma Gorgon,50000,600,2016-02-12
Prisma Gorgon,50000,600,2016-07-29
Prisma Gorgon,50000,600,2016-09-23
Prisma Gorgon,50000,600,2016-10-07
Prisma Gorgon,50000,600,2016-12-30
Prisma Gorgon,50000,600,2017-06-02
Prisma Gorgon,50000,600,2017-10-20
Prisma Gorgon,50000,600,2018-02-23
Prisma Gorgon,50000,600,2018-06-29
Prisma Gorgon,50000,600,2018-11-02
Prisma Gorgon,50000,600,2019-02-08
Prisma Gorgon,50000,600,2019-06-14
Prisma Gorgon,50000,600,2019-10-25
Prisma Gorgon,50000,600,2020-01-31
Prisma Gorgon,50000,600,2020-06-05
Prisma Gorgon,50000,600,2020-10-09
Prisma Gorgon,50000,600,2021-02-26
Prisma Gorgon,50000,600,2021-07-02
Ki'teer Kubrow Armor,250000,500,2016-05-06
Ki'teer Kubrow Armor,250000,500,2016-11-04
Ki'teer Kubrow Armor,250000,500,2017-02-24
Ki'teer Kubrow Armor,250000,500,2017-07-14
Ki'teer Kubrow Armor,250000,500,2017-11-17
Ki'teer Kubrow Armor,250000,500,2018-03-23
Ki'teer Kubrow Armor,250000,500,2018-07-13
Ki'teer Kubrow Armor,250000,500,2018-10-19
Ki'teer Kubrow Armor,250000,500,2019-01-11
Ki'teer Kubrow Armor,250000,500,2019-04-05
Ki'teer Kubrow Armor,250000,500,2019-08-16
Ki'teer Kubrow Armor,250000,500,2019-12-06
Ki'teer Kubrow Armor,250000,500,2020-03-27
Ki'teer Kubrow Armor,250000,500,2020-07-31
Ki'teer Kubrow Armor,250000,500,2020-11-06
Ki'teer Kubrow Armor,250000,500,2021-04-23
Ki'teer Kubrow Armor,250000,500,2021-10-22
Ki'teer Atmos Earpiece,400000,500,2017-10-20
Ki'teer Atmos Earpiece,400000,500,2018-02-23
Ki'teer Atmos Earpiece,400000,500,2018-07-13
Ki'teer Atmos Earpiece,400000,500,2018-11-16
Ki'teer Atmos Earpiece,400000,500,2019-02-22
Ki'teer Atmos Earpiece,400000,500,2019-06-14
Ki'teer Atmos Earpiece,400000,500,2019-10-11
Ki'teer Atmos Earpiece,400000,500,2020-02-14
Ki'teer Atmos Earpiece,400000,500,2020-04-24
Ki'teer Atmos Earpiece,400000,500,2020-08-14
Ki'teer Atmos Earpiece,400000,500,2020-11-20
Ki'teer Atmos Earpiece,400000,500,2021-03-26
Ki'teer Atmos Earpiece,400000,500,2021-10-22
Voltaic Strike,150000,300,2015-05-01
Voltaic Strike,150000,300,2016-04-08
Voltaic Strike,150000,300,2016-08-26
Voltaic Strike,150000,300,2016-12-02
Voltaic Strike,150000,300,2017-04-07
Voltaic Strike,150000,300,2017-08-25
Voltaic Strike,150000,300,2017-12-29
Voltaic Strike,150000,300,2018-06-01
Voltaic Strike,150000,300,2018-10-19
Voltaic Strike,150000,300,2019-03-08
Voltaic Strike,150000,300,2019-07-19
Voltaic Strike,150000,300,2020-01-03
Voltaic Strike,150000,300,2020-08-14
Voltaic Strike,150000,300,2021-03-12
Voltaic Strike,150000,300,2021-09-24
Crash Course,200000,330,2016-02-26
Crash Course,200000,330,2016-07-29
Crash Course,200000,330,2016-11-04
Crash Course,200000,330,2017-03-10
Crash Course,200000,330,2017-07-28
Crash Course,200000,330,2017-12-01
Crash Course,200000,330,2018-05-04
Crash Course,200000,330,2018-09-21
Crash Course,200000,330,2019-04-05
Crash Course,200000,330,2019-08-16
Crash Course,200000,330,2020-01-17
Crash Course,200000,330,2020-08-28
Crash Course,200000,330,2021-02-12
Crash Course,200000,330,2021-09-10
Right Prisma Edo Shoulder Plates,55000,100,2015-12-11
Right Prisma Edo Shoulder Plates,55000,100,2016-05-20
Right Prisma Edo Shoulder Plates,55000,100,2016-10-07
Right Prisma Edo Shoulder Plates,55000,100,2017-02-10
Right Prisma Edo Shoulder Plates,55000,100,2017-06-30
Right Prisma Edo Shoulder Plates,55000,100,2017-11-03
Right Prisma Edo Shoulder Plates,55000,100,2018-03-09
Right Prisma Edo Shoulder Plates,55000,100,2018-06-29
Right Prisma Edo Shoulder Plates,55000,100,2018-10-19
Right Prisma Edo Shoulder Plates,55000,100,2019-01-11
Right Prisma Edo Shoulder Plates,55000,100,2019-05-03
Right Prisma Edo Shoulder Plates,55000,100,2019-08-30
Right Prisma Edo Shoulder Plates,55000,100,2020-01-03
Right Prisma Edo Shoulder Plates,55000,100,2020-05-08
Right Prisma Edo Shoulder Plates,55000,100,2020-09-11
Right Prisma Edo Shoulder Plates,55000,100,2021-02-12
Right Prisma Edo Shoulder Plates,55000,100,2021-07-02
Odonata Elixis Skin,250000,350,2018-04-06
Odonata Elixis Skin,250000,350,2018-08-24
Odonata Elixis Skin,250000,350,2018-12-28
Odonata Elixis Skin,250000,350,2019-04-19
Odonata Elixis Skin,250000,350,2019-08-16
Odonata Elixis Skin,250000,350,2019-11-22
Odonata Elixis Skin,250000,350,2020-03-27
Odonata Elixis Skin,250000,350,2020-07-17
Odonata Elixis Skin,250000,350,2020-11-06
Odonata Elixis Skin,250000,350,2021-04-09
Odonata Elixis Skin,250000,350,2021-08-27
Prisma Companion Poster,110000,90,2019-04-05
Prisma Companion Poster,110000,90,2019-07-19
Prisma Companion Poster,110000,90,2020-01-31
Prisma Companion Poster,110000,90,2020-07-17
Prisma Companion Poster,110000,90,2021-01-01
Prisma Companion Poster,110000,90,2021-05-21
Prisma Companion Poster,110000,90,2021-10-22
Ki'teer Stencil,175000,250,2018-07-27
Ki'teer Stencil,175000,250,2018-11-30
Ki'teer Stencil,175000,250,2019-03-22
Ki'teer Stencil,175000,250,2019-09-13
Ki'teer Stencil,175000,250,2020-01-31
Ki'teer Stencil,175000,250,2020-07-17
Ki'teer Stencil,175000,250,2020-12-18
Ki'teer Stencil,175000,250,2021-06-18
Ki'teer Stencil,175000,250,2021-10-08
Primed Pressure Point,300000,385,2016-06-17
Primed Pressure Point,300000,385,2016-11-18
Primed Pressure Point,300000,385,2017-03-24
Primed Pressure Point,300000,385,2017-08-11
Primed Pressure Point,300000,385,2017-12-15
Primed Pressure Point,300000,385,2018-05-18
Primed Pressure Point,300000,385,2018-10-05
Primed Pressure Point,300000,385,2019-04-19
Primed Pressure Point,300000,385,2019-08-16
Primed Pressure Point,300000,385,2019-12-06
Primed Pressure Point,300000,385,2020-07-03
Primed Pressure Point,300000,385,2021-01-29
Primed Pressure Point,300000,385,2021-08-13
Glaxion Vandal,250000,475,2020-06-05
Glaxion Vandal,250000,475,2020-09-25
Glaxion Vandal,250000,475,2021-02-12
Glaxion Vandal,250000,475,2021-06-18
Glaxion Vandal,250000,475,2021-10-22
Primed Expel Corpus,140000,350,2018-10-05
Primed Expel Corpus,140000,350,2019-02-08
Primed Expel Corpus,140000,350,2019-06-28
Primed Expel Corpus,140000,350,2019-11-08
Primed Expel Corpus,140000,350,2020-04-24
Primed Expel Corpus,140000,350,2020-11-06
Primed Expel Corpus,140000,350,2021-05-21
Harkonar Wraith Leg Armor,150000,350,2018-11-16
Harkonar Wraith Leg Armor,150000,350,2019-02-08
Harkonar Wraith Leg Armor,150000,350,2019-05-17
Harkonar Wraith Leg Armor,150000,350,2019-09-13
Harkonar Wraith Leg Armor,150000,350,2020-01-17
Harkonar Wraith Leg Armor,150000,350,2020-05-22
Harkonar Wraith Leg Armor,150000,350,2020-09-25
Harkonar Wraith Leg Armor,150000,350,2021-01-29
Harkonar Wraith Leg Armor,150000,350,2021-06-18
Vulkar Wraith,300000,450,2017-03-24
Vulkar Wraith,300000,450,2017-08-25
Vulkar Wraith,300000,450,2018-01-12
Vulkar Wraith,300000,450,2018-05-18
Vulkar Wraith,300000,450,2018-10-19
Vulkar Wraith,300000,450,2019-01-25
Vulkar Wraith,300000,450,2019-05-17
Vulkar Wraith,300000,450,2019-09-27
Vulkar Wraith,300000,450,2020-01-03
Vulkar Wraith,300000,450,2020-04-24
Vulkar Wraith,300000,450,2020-08-28
Vulkar Wraith,300000,450,2021-01-29
Vulkar Wraith,300000,450,2021-05-07
3 Day Credit Booster,75000,350,2016-01-22
3 Day Credit Booster,75000,350,2016-02-12
3 Day Credit Booster,75000,350,2016-02-26
3 Day Credit Booster,75000,350,2016-03-25
3 Day Credit Booster,75000,350,2016-04-22
3 Day Credit Booster,75000,350,2016-05-20
3 Day Credit Booster,75000,350,2016-06-17
3 Day Credit Booster,75000,350,2016-07-15
3 Day Credit Booster,75000,350,2016-08-12
3 Day Credit Booster,75000,350,2016-10-07
3 Day Credit Booster,75000,350,2016-12-02
3 Day Credit Booster,75000,350,2017-01-27
3 Day Credit Booster,75000,350,2017-04-07
3 Day Credit Booster,75000,350,2017-07-14
3 Day Credit Booster,75000,350,2017-10-20
3 Day Credit Booster,75000,350,2018-01-26
3 Day Credit Booster,75000,350,2018-02-23
3 Day Credit Booster,75000,350,2018-06-15
3 Day Credit Booster,75000,350,2018-10-05
3 Day Credit Booster,75000,350,2018-11-02
3 Day Credit Booster,75000,350,2019-02-22
3 Day Credit Booster,75000,350,2019-06-28
3 Day Credit Booster,75000,350,2019-10-25
3 Day Credit Booster,75000,350,2020-01-17
3 Day Credit Booster,75000,350,2020-04-24
3 Day Credit Booster,75000,350,2020-08-28
3 Day Credit Booster,75000,350,2021-01-01
3 Day Credit Booster,75000,350,2021-04-23
3 Day Credit Booster,75000,350,2021-08-27
Left Prisma Daedalus Shoulder Guard,75000,65,2015-05-29
Left Prisma Daedalus Shoulder Guard,75000,65,2015-10-02
Left Prisma Daedalus Shoulder Guard,75000,65,2016-04-22
Left Prisma Daedalus Shoulder Guard,75000,65,2016-08-26
Left Prisma Daedalus Shoulder Guard,75000,65,2016-12-30
Left Prisma Daedalus Shoulder Guard,75000,65,2017-06-02
Left Prisma Daedalus Shoulder Guard,75000,65,2017-10-06
Left Prisma Daedalus Shoulder Guard,75000,65,2018-02-09
Left Prisma Daedalus Shoulder Guard,75000,65,2018-06-01
Left Prisma Daedalus Shoulder Guard,75000,65,2018-09-21
Left Prisma Daedalus Shoulder Guard,75000,65,2018-12-28
Left Prisma Daedalus Shoulder Guard,75000,65,2019-04-19
Left Prisma Daedalus Shoulder Guard,75000,65,2019-08-02
Left Prisma Daedalus Shoulder Guard,75000,65,2019-11-22
Left Prisma Daedalus Shoulder Guard,75000,65,2019-12-06
Left Prisma Daedalus Shoulder Guard,75000,65,2020-04-10
Left Prisma Daedalus Shoulder Guard,75000,65,2020-08-14
Left Prisma Daedalus Shoulder Guard,75000,65,2020-12-18
Left Prisma Daedalus Shoulder Guard,75000,65,2021-04-23
Left Prisma Daedalus Shoulder Guard,75000,65,2021-09-10
Primed Pistol Gambit,220000,400,2015-06-26
Primed Pistol Gambit,220000,400,2015-11-13
Primed Pistol Gambit,220000,400,2016-05-06
Primed Pistol Gambit,220000,400,2016-09-23
Primed Pistol Gambit,220000,400,2016-10-07
Primed Pistol Gambit,220000,400,2016-12-02
Primed Pistol Gambit,220000,400,2017-05-05
Primed Pistol Gambit,220000,400,2017-09-22
Primed Pistol Gambit,220000,400,2018-02-23
Primed Pistol Gambit,220000,400,2018-07-13
Primed Pistol Gambit,220000,400,2018-11-30
Primed Pistol Gambit,220000,400,2019-05-17
Primed Pistol Gambit,220000,400,2019-09-27
Primed Pistol Gambit,220000,400,2020-01-17
Primed Pistol Gambit,220000,400,2020-06-05
Primed Pistol Gambit,220000,400,2020-12-18
Primed Pistol Gambit,220000,400,2021-07-16
Harkonar Wraith Chest Armor,250000,300,2018-11-02
Harkonar Wraith Chest Armor,250000,300,2019-02-08
Harkonar Wraith Chest Armor,250000,300,2019-05-17
Harkonar Wraith Chest Armor,250000,300,2019-09-13
Harkonar Wraith Chest Armor,250000,300,2020-01-17
Harkonar Wraith Chest Armor,250000,300,2020-05-22
Harkonar Wraith Chest Armor,250000,300,2020-09-25
Harkonar Wraith Chest Armor,250000,300,2021-01-29
Harkonar Wraith Chest Armor,250000,300,2021-06-18
Primed Fulmination,175000,350,2020-12-04
Primed Fulmination,175000,350,2021-07-16
Pyra Sugatra,200000,100,2015-01-23
Pyra Sugatra,200000,100,2015-04-17
Pyra Sugatra,200000,100,2016-02-26
Pyra Sugatra,200000,100,2016-07-01
Pyra Sugatra,200000,100,2016-11-18
Pyra Sugatra,200000,100,2017-03-24
Pyra Sugatra,200000,100,2017-08-11
Pyra Sugatra,200000,100,2017-12-29
Pyra Sugatra,200000,100,2018-05-04
Pyra Sugatra,200000,100,2018-09-07
Pyra Sugatra,200000,100,2018-12-14
Pyra Sugatra,200000,100,2019-03-22
Pyra Sugatra,200000,100,2019-07-19
Pyra Sugatra,200000,100,2019-11-08
Pyra Sugatra,200000,100,2020-02-28
Pyra Sugatra,200000,100,2020-07-03
Pyra Sugatra,200000,100,2020-11-06
Pyra Sugatra,200000,100,2021-02-26
Pyra Sugatra,200000,100,2021-07-02
Pyra Sugatra,200000,100,2021-11-19
Right Eos Prime Spurs,50000,65,2015-01-09
Right Eos Prime Spurs,50000,65,2015-03-20
Right Eos Prime Spurs,50000,65,2016-02-12
Right Eos Prime Spurs,50000,65,2016-07-15
Right Eos Prime Spurs,50000,65,2016-11-04
Right Eos Prime Spurs,50000,65,2017-03-10
Right Eos Prime Spurs,50000,65,2017-07-28
Right Eos Prime Spurs,50000,65,2017-12-01
Right Eos Prime Spurs,50000,65,2018-04-06
Right Eos Prime Spurs,50000,65,2018-07-27
Right Eos Prime Spurs,50000,65,2018-11-02
Right Eos Prime Spurs,50000,65,2019-02-22
Right Eos Prime Spurs,50000,65,2019-05-31
Right Eos Prime Spurs,50000,65,2019-09-27
Right Eos Prime Spurs,50000,65,2020-02-14
Right Eos Prime Spurs,50000,65,2020-06-19
Right Eos Prime Spurs,50000,65,2020-10-23
Right Eos Prime Spurs,50000,65,2021-03-12
Right Eos Prime Spurs,50000,65,2021-07-30
Split Flights,200000,300,2020-03-27
Split Flights,200000,300,2020-10-23
Split Flights,200000,300,2021-04-23
Split Flights,200000,300,2021-10-22
Primed Heated Charge,175000,350,2015-01-23
Primed Heated Charge,175000,350,2015-04-03
Primed Heated Charge,175000,350,2016-03-25
Primed Heated Charge,175000,350,2016-08-12
Primed Heated Charge,175000,350,2016-12-30
Primed Heated Charge,175000,350,2017-06-02
Primed Heated Charge,175000,350,2017-10-20
Primed Heated Charge,175000,350,2018-03-23
Primed Heated Charge,175000,350,2018-07-27
Primed Heated Charge,175000,350,2019-04-19
Primed Heated Charge,175000,350,2019-08-02
Primed Heated Charge,175000,350,2019-10-25
Primed Heated Charge,175000,350,2020-05-22
Primed Heated Charge,175000,350,2020-12-04
Primed Heated Charge,175000,350,2021-07-02
Buzz Kill,150000,375,2016-03-11
Buzz Kill,150000,375,2016-09-09
Buzz Kill,150000,375,2017-01-13
Buzz Kill,150000,375,2017-06-02
Buzz Kill,150000,375,2017-10-20
Buzz Kill,150000,375,2018-03-09
Buzz Kill,150000,375,2018-08-10
Buzz Kill,150000,375,2018-12-14
Buzz Kill,150000,375,2019-04-19
Buzz Kill,150000,375,2019-08-30
Buzz Kill,150000,375,2020-01-31
Buzz Kill,150000,375,2020-09-11
Buzz Kill,150000,375,2021-03-12
Buzz Kill,150000,375,2021-09-10
Prisma Yamako Syandana,250000,400,2015-02-20
Prisma Yamako Syandana,250000,400,2015-07-10
Prisma Yamako Syandana,250000,400,2016-03-25
Prisma Yamako Syandana,250000,400,2016-11-18
Prisma Yamako Syandana,250000,400,2017-05-05
Prisma Yamako Syandana,250000,400,2017-09-22
Prisma Yamako Syandana,250000,400,2018-02-09
Prisma Yamako Syandana,250000,400,2018-05-18
Prisma Yamako Syandana,250000,400,2018-09-07
Prisma Yamako Syandana,250000,400,2019-01-11
Prisma Yamako Syandana,250000,400,2019-04-19
Prisma Yamako Syandana,250000,400,2019-08-30
Prisma Yamako Syandana,250000,400,2019-12-20
Prisma Yamako Syandana,250000,400,2020-04-10
Prisma Yamako Syandana,250000,400,2020-08-28
Prisma Yamako Syandana,250000,400,2021-01-29
Prisma Yamako Syandana,250000,400,2021-06-04
Prisma Yamako Syandana,250000,400,2021-07-02
Primed Cryo Rounds,110000,350,2016-11-04
